uid,questions,concepts,responses,selectmasks,timestamps,elapsed_time
62,17,2,1,1,1706531231,124
62,65,8,0,1,1706531479,235
62,72,9,1,1,1706531671,179
62,6,0,0,1,1706531865,172
62,76,9,0,1,1706532141,246
62,28,3,1,1,1706532280,124
62,8,1,1,1,1706532417,117
62,22,2,1,1,1706532564,122
62,29,3,1,1,1706532923,109
62,68,8,1,1,1706533104,157
62,25,3,0,1,1706533257,137
62,79,9,1,1,1706533433,149
62,78,9,1,1,1706533577,122
62,77,9,1,1,1706533738,136
62,67,8,1,1,1706533862,113
62,77,9,1,1,1706534225,160
62,19,2,1,1,1706534358,103
62,51,6,1,1,1706575392,106
62,55,6,1,1,1706575518,119
62,38,4,0,1,1706575737,194
62,58,7,1,1,1706576200,116
62,28,3,1,1,1706576335,121
62,8,1,1,1,1706576439,84
62,50,6,1,1,1706576575,122
62,72,9,1,1,1706576747,165
62,51,6,1,1,1706576882,124
62,79,9,0,1,1706577210,213
62,9,1,1,1,1706577315,75
62,61,7,0,1,1706577547,207
62,53,6,1,1,1706577723,156
62,72,9,1,1,1706577900,157
62,35,4,1,1,1706642083,126
62,11,1,1,1,1706642219,112
62,42,5,1,1,1706642566,118
62,65,8,0,1,1706642810,222
62,64,8,0,1,1706643341,233
62,44,5,1,1,1706643475,112
62,9,1,1,1,1706643577,83
62,21,2,1,1,1706643698,111
62,66,8,1,1,1706643857,144
62,43,5,0,1,1706715351,176
62,60,7,1,1,1706715786,154
62,36,4,1,1,1706715915,104
62,48,6,1,1,1706716069,148
62,12,1,1,1,1706716167,82
62,37,4,1,1,1706716313,132
62,32,4,1,1,1706716463,126
62,28,3,1,1,1706716618,129
62,58,7,1,1,1706716771,137
62,8,1,1,1,1706717220,112
62,41,5,1,1,1706717342,96
62,16,2,1,1,1706717454,95
62,23,2,1,1,1706717569,96
62,5,0,1,1,1706717687,94
62,16,2,1,1,1706718049,92
62,24,3,1,1,1706718204,143
62,48,6,1,1,1706718368,148
62,30,3,1,1,1706718574,134
62,21,2,1,1,1706718702,111
62,43,5,1,1,1706718832,113
62,39,4,1,1,1706719532,133
62,4,0,1,1,1706719991,101
62,59,7,1,1,1706720140,134
62,28,3,1,1,1706720296,145
62,53,6,1,1,1706720467,144
62,40,5,0,1,1706720699,212
62,18,2,0,1,1706720886,180
62,9,1,1,1,1706720978,74
62,27,3,1,1,1706805697,112
62,57,7,1,1,1706806238,159
62,4,0,1,1,1706821570,104
62,11,1,1,1,1706821986,105
62,65,8,1,1,1706822619,164
62,20,2,1,1,1706823300,131
62,38,4,1,1,1706823607,129
62,55,6,1,1,1706824296,156
62,33,4,1,1,1706824456,136
62,56,7,0,1,1706824680,197
62,52,6,1,1,1706824806,119
62,72,9,1,1,1706825202,163
62,42,5,1,1,1706825525,115
62,4,0,1,1,1706825659,106
62,33,4,1,1,1706825829,158
62,22,2,1,1,1706826386,88
62,61,7,1,1,1706826553,147
62,40,5,1,1,1706826715,149
62,71,8,1,1,1706826901,167
62,48,6,1,1,1706827076,151
62,73,9,1,1,1706827230,127
62,7,0,1,1,1706827322,80
62,61,7,0,1,1706827552,203
62,50,6,1,1,1706827709,134
64,7,0,0,1,1705126645,95
64,71,8,0,1,1705126842,178
64,8,1,1,1,1705126923,74
64,53,6,1,1,1705127053,107
64,6,0,1,1,1705127154,95
64,4,0,1,1,1705127237,72
64,18,2,0,1,1705127399,149
64,63,7,0,1,1705127571,147
64,20,2,0,1,1705127716,119
64,38,4,0,1,1705127897,156
64,49,6,0,1,1705128049,145
64,63,7,0,1,1705128221,162
64,1,0,0,1,1705128334,83
64,72,9,1,1,1705128463,123
64,57,7,0,1,1705199126,186
64,63,7,0,1,1705199308,161
64,1,0,1,1,1705199396,63
64,52,6,0,1,1705256349,135
64,17,2,0,1,1705256491,118
64,66,8,0,1,1705328378,142
64,28,3,1,1,1705328524,120
64,67,8,0,1,1705328693,155
64,8,1,0,1,1705329099,102
64,22,2,1,1,1705329188,73
64,28,3,1,1,1705329306,113
64,72,9,0,1,1705405822,195
64,16,2,0,1,1705405947,103
64,18,2,1,1,1705406054,88
64,8,1,1,1,1705406156,76
64,72,9,0,1,1705428615,175
64,77,9,0,1,1705428808,177
64,29,3,1,1,1705428919,87
64,2,0,0,1,1705429014,86
64,5,0,1,1,1705429518,48
64,4,0,0,1,1705429965,125
64,38,4,1,1,1705430074,96
64,53,6,0,1,1705430256,172
64,43,5,0,1,1705484239,125
64,12,1,1,1,1705484319,71
64,20,2,0,1,1705488922,126
64,53,6,0,1,1705489107,160
64,9,1,1,1,1705489200,70
64,64,8,1,1,1705489352,133
64,29,3,1,1,1705489687,80
64,44,5,1,1,1705490038,92
64,21,2,1,1,1705490140,84
64,51,6,0,1,1705490311,143
64,57,7,0,1,1705490515,179
64,68,8,0,1,1705490687,148
64,47,5,0,1,1705491103,120
64,62,7,0,1,1705517558,169
64,71,8,0,1,1705517776,196
64,65,8,0,1,1705517973,176
64,45,5,0,1,1705518106,115
64,73,9,0,1,1705518513,166
64,11,1,1,1,1705518594,67
64,67,8,0,1,1705518747,138
64,75,9,0,1,1705518923,155
64,51,6,0,1,1705530693,147
64,47,5,1,1,1705530805,83
64,59,7,0,1,1705530973,155
64,33,4,0,1,1705531138,142
64,69,8,1,1,1705531250,88
64,46,5,1,1,1705531818,91
64,41,5,1,1,1705531913,70
64,77,9,0,1,1705532099,168
64,60,7,0,1,1705532295,181
64,37,4,0,1,1705612827,142
64,22,2,1,1,1705612924,76
64,27,3,0,1,1705613055,111
64,6,0,0,1,1705613701,115
64,33,4,0,1,1705614296,163
64,71,8,0,1,1705615087,195
64,15,1,1,1,1705615173,77
64,23,2,1,1,1705615277,80
64,12,1,1,1,1705615359,69
64,76,9,1,1,1705615501,120
64,17,2,0,1,1705615648,129
64,49,6,1,1,1705615785,107
64,15,1,1,1,1705615881,66
64,77,9,0,1,1705616087,177
64,57,7,1,1,1705616222,124
64,9,1,1,1,1705616308,74
64,34,4,0,1,1705616456,126
64,36,4,1,1,1705616632,106
64,51,6,1,1,1705616749,99
64,9,1,1,1,1705616807,47
64,53,6,1,1,1705616941,126
64,5,0,1,1,1705617038,83
64,24,3,1,1,1705617710,90
64,34,4,0,1,1705617859,140
64,59,7,0,1,1705618032,163
64,28,3,0,1,1705618194,142
64,30,3,0,1,1705618371,155
64,22,2,1,1,1705618488,95
64,1,0,0,1,1705618609,107
64,52,6,0,1,1705618775,147
64,12,1,1,1,1705619325,56
64,39,4,0,1,1705619842,147
64,25,3,1,1,1705619947,79
64,40,5,0,1,1705660453,143
64,68,8,1,1,1705660593,116
64,38,4,0,1,1705660762,153
64,10,1,1,1,1705660827,49
64,33,4,0,1,1705686582,159
64,69,8,1,1,1705687155,115
64,50,6,0,1,1705687617,169
64,5,0,1,1,1705687992,92
64,9,1,1,1,1705688377,41
64,26,3,1,1,1705688851,79
64,44,5,1,1,1705689331,77
64,71,8,1,1,1705689498,143
64,37,4,1,1,1705689631,106
64,3,0,1,1,1705689968,75
64,31,3,0,1,1705690527,131
64,31,3,1,1,1705690640,90
64,79,9,0,1,1705690816,162
64,3,0,0,1,1705690934,88
64,64,8,0,1,1705755409,179
64,49,6,0,1,1705755586,150
64,17,2,1,1,1705755685,82
64,53,6,0,1,1705755852,156
64,39,4,1,1,1705755976,108
64,26,3,1,1,1705756061,79
64,57,7,0,1,1705756512,177
64,1,0,1,1,1705757142,48
64,50,6,1,1,1705757267,98
64,34,4,1,1,1705757844,95
64,14,1,1,1,1705757938,79
64,76,9,1,1,1705758071,113
64,43,5,0,1,1705758327,137
64,79,9,0,1,1705758489,147
64,45,5,1,1,1705758572,76
64,17,2,1,1,1705758671,78
64,25,3,1,1,1705758765,86
64,17,2,1,1,1705758860,74
64,58,7,1,1,1705759521,96
64,71,8,0,1,1705759728,189
64,47,5,0,1,1705759890,148
64,11,1,1,1,1705759980,66
64,79,9,1,1,1705760095,105
64,12,1,1,1,1705760587,57
64,11,1,1,1,1705760686,87
64,7,0,1,1,1705760757,46
64,78,9,0,1,1705760929,160
64,66,8,0,1,1705761129,174
64,47,5,0,1,1705761266,111
64,60,7,0,1,1705761461,185
64,16,2,1,1,1705767097,57
64,75,9,1,1,1705767217,107
64,78,9,1,1,1705767332,102
64,46,5,0,1,1705767478,124
64,9,1,1,1,1705767537,40
64,4,0,1,1,1705767664,100
64,45,5,0,1,1705767826,138
64,33,4,1,1,1705767950,115
64,57,7,1,1,1705768081,108
64,52,6,1,1,1705768190,95
64,44,5,0,1,1705768925,143
64,28,3,1,1,1705769051,104
64,67,8,1,1,1705769166,105
64,41,5,1,1,1705800595,85
64,52,6,0,1,1705874328,144
64,61,7,0,1,1705874504,166
64,65,8,1,1,1705874735,124
64,33,4,0,1,1705874908,167
64,57,7,0,1,1705875095,175
64,4,0,1,1,1705875343,62
64,37,4,0,1,1705875626,139
64,22,2,1,1,1705876039,71
64,72,9,0,1,1705876246,195
64,50,6,0,1,1705876401,140
64,36,4,0,1,1705876567,158
64,31,3,1,1,1705876682,103
64,10,1,1,1,1705877306,64
64,72,9,0,1,1705877497,174
64,63,7,0,1,1705877694,174
64,26,3,0,1,1705877827,112
64,45,5,1,1,1705877941,104
64,51,6,1,1,1705921406,94
64,42,5,1,1,1705921497,77
64,45,5,1,1,1705921619,99
64,21,2,1,1,1705921718,85
64,18,2,0,1,1705921861,129
64,65,8,0,1,1705922051,173
64,20,2,0,1,1705922195,130
64,34,4,0,1,1705922341,129
64,27,3,1,1,1705922413,59
64,3,0,1,1,1705922481,56
64,63,7,1,1,1705922652,95
64,58,7,1,1,1705922765,87
64,36,4,1,1,1705922881,92
64,59,7,1,1,1705932974,114
64,13,1,1,1,1705933075,77
64,1,0,1,1,1705933145,63
64,71,8,0,1,1705933342,188
64,7,0,1,1,1705933417,69
64,52,6,1,1,1705933543,103
64,42,5,1,1,1705933660,91
64,73,9,1,1,1705933781,115
65,57,7,1,1,1705173802,68
65,75,9,0,1,1705174066,76
65,4,0,0,1,1705174140,61
65,61,7,1,1,1705174731,51
65,9,1,1,1,1705175149,7
65,38,4,0,1,1705175451,63
65,69,8,1,1,1705175500,42
65,18,2,0,1,1705175566,57
65,49,6,0,1,1705176058,79
65,65,8,0,1,1705176163,90
65,47,5,0,1,1705176247,76
65,24,3,0,1,1705176363,92
65,45,5,0,1,1705176450,78
65,51,6,0,1,1705176532,74
65,4,0,1,1,1705176600,50
65,39,4,0,1,1705196589,64
65,6,0,0,1,1705196671,69
65,11,1,0,1,1705196748,63
65,49,6,0,1,1705196833,74
65,72,9,0,1,1705197408,73
65,52,6,0,1,1705197492,76
65,48,6,0,1,1705197579,81
65,25,3,0,1,1705197644,48
65,37,4,0,1,1705197729,56
65,33,4,0,1,1705197811,69
65,63,7,1,1,1705197894,75
65,76,9,0,1,1705197983,78
65,7,0,0,1,1705198049,50
65,41,5,0,1,1705198132,69
65,0,0,0,1,1705198225,70
65,13,1,0,1,1705198303,56
65,65,8,0,1,1705198408,100
65,69,8,0,1,1705198942,81
65,39,4,0,1,1705199329,53
65,15,1,0,1,1705199388,53
65,16,2,1,1,1705199462,56
65,78,9,0,1,1705199810,85
65,43,5,0,1,1705199883,68
65,9,1,1,1,1705199947,42
65,22,2,0,1,1705200007,51
65,34,4,0,1,1705200092,57
65,58,7,1,1,1705200161,51
65,52,6,0,1,1705200257,75
65,7,0,0,1,1705200328,42
65,73,9,0,1,1705200434,91
65,9,1,0,1,1705200714,38
65,74,9,0,1,1705200816,87
65,73,9,0,1,1705200915,81
65,42,5,0,1,1705200978,53
65,27,3,0,1,1705201469,46
65,47,5,0,1,1705201568,86
65,78,9,0,1,1705201679,91
65,9,1,1,1,1705201732,39
65,38,4,0,1,1705201810,66
65,52,6,0,1,1705201908,87
65,17,2,0,1,1705250780,56
65,0,0,1,1,1705250837,35
65,65,8,0,1,1705314630,94
65,10,1,0,1,1705314701,50
65,58,7,1,1,1705314756,47
65,76,9,0,1,1705314869,103
65,33,4,0,1,1705314977,78
65,9,1,0,1,1705315019,33
65,65,8,0,1,1705315115,88
65,72,9,0,1,1705315225,98
65,46,5,1,1,1705315272,23
65,12,1,0,1,1705315880,50
65,50,6,0,1,1705315986,80
65,40,5,0,1,1705316069,70
65,6,0,1,1,1705366760,29
65,4,0,1,1,1705367206,35
65,26,3,0,1,1705367497,60
65,52,6,1,1,1705368056,41
65,15,1,1,1,1705368105,35
65,60,7,0,1,1705368201,84
65,7,0,0,1,1705368613,50
65,74,9,0,1,1705369082,76
65,35,4,1,1,1705369418,64
65,30,3,0,1,1705369504,79
65,35,4,0,1,1705369592,79
65,50,6,1,1,1705369846,54
65,57,7,0,1,1705382477,79
65,71,8,1,1,1705382553,66
65,5,0,1,1,1705383020,31
65,31,3,1,1,1705383088,43
65,76,9,0,1,1705383204,94
65,42,5,0,1,1705383256,47
65,25,3,1,1,1705383310,38
65,37,4,0,1,1705383389,59
65,53,6,0,1,1705383490,87
65,16,2,1,1,1705383919,54
65,67,8,0,1,1705384445,59
65,29,3,0,1,1705384518,62
65,68,8,0,1,1705384617,84
65,14,1,1,1,1705384693,48
65,6,0,0,1,1705444999,69
65,46,5,0,1,1705445072,68
65,69,8,1,1,1705445558,46
65,72,9,0,1,1705446020,94
65,46,5,1,1,1705446087,58
65,22,2,0,1,1705446357,62
65,62,7,0,1,1705446467,87
65,69,8,1,1,1705446613,57
65,48,6,1,1,1705446690,50
65,67,8,0,1,1705447007,78
65,28,3,1,1,1705447591,62
65,47,5,0,1,1705481636,66
65,76,9,0,1,1705481753,99
65,22,2,0,1,1705512515,68
65,60,7,0,1,1705513139,101
65,0,0,1,1,1705513185,40
65,72,9,0,1,1705513285,82
65,22,2,0,1,1705513345,54
65,22,2,1,1,1705513389,24
65,59,7,1,1,1705558184,50
65,65,8,0,1,1705558301,101
65,4,0,1,1,1705558683,39
65,1,0,0,1,1705558722,26
65,41,5,0,1,1705558782,54
65,36,4,0,1,1705558877,82
65,26,3,1,1,1705558915,21
65,26,3,0,1,1705558992,66
65,78,9,0,1,1705559086,84
65,15,1,1,1,1705559144,40
65,19,2,1,1,1705559221,58
65,49,6,0,1,1705559313,73
65,17,2,0,1,1705559401,60
65,51,6,1,1,1705560042,49
65,16,2,0,1,1705560110,57
65,23,2,1,1,1705631982,54
65,70,8,1,1,1705632053,55
65,64,8,0,1,1705632163,90
65,12,1,0,1,1705632232,39
65,58,7,1,1,1705632321,61
65,78,9,1,1,1705712810,62
65,73,9,0,1,1705712922,84
65,37,4,1,1,1705712981,46
65,18,2,1,1,1705713053,48
65,33,4,0,1,1705713141,82
65,26,3,1,1,1705713618,28
65,29,3,1,1,1705713675,40
65,70,8,0,1,1705713766,74
65,56,7,0,1,1705714316,79
65,5,0,1,1,1705714624,28
65,24,3,0,1,1705714730,81
65,25,3,0,1,1705714809,60
65,24,3,0,1,1705764554,75
65,51,6,1,1,1705765071,31
65,13,1,1,1,1705765116,30
65,3,0,0,1,1705765314,54
65,52,6,1,1,1705765398,56
65,37,4,0,1,1705765538,74
65,6,0,1,1,1705765591,43
65,19,2,1,1,1705771664,51
65,37,4,0,1,1705771782,52
65,53,6,0,1,1705771906,98
65,43,5,1,1,1705772404,38
65,58,7,1,1,1705772487,68
65,73,9,1,1,1705803413,50
65,52,6,0,1,1705803765,64
65,66,8,0,1,1705803891,98
65,18,2,1,1,1705803938,28
65,67,8,0,1,1705804013,70
65,57,7,0,1,1705804107,87
65,40,5,0,1,1705804345,77
65,14,1,0,1,1705804414,52
65,58,7,1,1,1705804477,51
65,68,8,0,1,1705804577,91
65,24,3,0,1,1705804679,77
65,9,1,1,1,1705804711,27
65,1,0,0,1,1705888345,38
65,43,5,1,1,1705888402,35
65,34,4,1,1,1705888461,31
65,58,7,1,1,1705889071,54
65,30,3,0,1,1705889152,69
65,6,0,0,1,1705957120,58
65,36,4,0,1,1705957219,89
65,62,7,1,1,1705957280,42
65,65,8,0,1,1705957418,108
65,20,2,1,1,1705957479,48
65,50,6,0,1,1705957690,61
65,67,8,0,1,1706007437,77
65,42,5,0,1,1706068660,80
65,16,2,1,1,1706068692,27
65,17,2,0,1,1706068791,79
65,78,9,0,1,1706068896,86
65,33,4,0,1,1706104279,67
65,19,2,0,1,1706104361,59
65,20,2,1,1,1706104420,36
65,44,5,1,1,1706104838,43
65,55,6,1,1,1706164284,64
65,74,9,0,1,1706164388,90
65,5,0,1,1,1706210509,27
65,0,0,1,1,1706210530,9
65,54,6,0,1,1706210613,78
65,42,5,0,1,1706210689,71
65,78,9,0,1,1706210785,67
65,35,4,0,1,1706210870,66
65,37,4,1,1,1706210937,53
65,42,5,0,1,1706211007,58
66,21,2,0,1,1705467677,118
66,22,2,1,1,1705468004,75
66,32,4,0,1,1705468129,114
66,61,7,0,1,1705468257,122
66,58,7,0,1,1705468410,125
66,64,8,0,1,1705468590,155
66,2,0,0,1,1705469235,95
66,48,6,0,1,1705469401,137
66,1,0,1,1,1705469459,50
66,51,6,0,1,1705469586,117
66,46,5,0,1,1705469693,94
66,5,0,1,1,1705469771,52
66,70,8,0,1,1705469923,142
66,15,1,0,1,1705470045,103
66,36,4,1,1,1705470122,68
66,13,1,1,1,1705470400,48
66,22,2,1,1,1705470467,56
66,30,3,1,1,1705471091,90
66,69,8,1,1,1705471167,66
66,72,9,0,1,1705471584,140
66,56,7,1,1,1705471654,59
66,36,4,1,1,1705471744,82
66,73,9,0,1,1705471915,150
66,57,7,1,1,1705472450,99
66,51,6,0,1,1705472553,97
66,15,1,0,1,1705472666,90
66,29,3,0,1,1705473163,104
66,45,5,1,1,1705473238,61
66,4,0,1,1,1705473446,69
66,51,6,1,1,1705473833,84
66,46,5,0,1,1705473984,124
66,27,3,0,1,1705474103,97
66,44,5,1,1,1705474186,67
66,26,3,1,1,1705474282,71
66,1,0,1,1,1705474329,42
66,26,3,0,1,1705474509,98
66,76,9,0,1,1705474686,150
66,29,3,0,1,1705474821,123
66,27,3,0,1,1705474923,77
66,55,6,1,1,1705475222,93
66,42,5,0,1,1705475354,102
66,76,9,1,1,1705475486,102
66,55,6,0,1,1705475647,143
66,32,4,0,1,1705475774,120
66,47,5,0,1,1705475908,107
66,73,9,0,1,1705476085,157
66,20,2,1,1,1705476195,82
66,77,9,1,1,1705476287,87
66,32,4,0,1,1705476421,106
66,57,7,0,1,1705476588,146
66,33,4,0,1,1705476743,143
66,54,6,0,1,1705476873,108
66,53,6,1,1,1705476969,91
66,67,8,0,1,1705477119,121
66,19,2,1,1,1705477207,63
66,17,2,1,1,1705477312,75
66,19,2,0,1,1705518893,75
66,36,4,1,1,1705545200,83
66,10,1,1,1,1705545259,47
66,72,9,1,1,1705545393,111
66,66,8,0,1,1705573349,114
66,55,6,0,1,1705573837,130
66,45,5,1,1,1705573928,74
66,69,8,1,1,1705641389,81
66,24,3,0,1,1705714802,128
66,75,9,1,1,1705747695,88
66,52,6,1,1,1705747800,84
66,38,4,1,1,1705747874,68
66,6,0,0,1,1705747997,107
66,15,1,1,1,1705748081,74
66,61,7,1,1,1705748180,85
66,20,2,1,1,1705748803,82
66,15,1,0,1,1705749412,84
66,3,0,1,1,1705749997,58
66,37,4,0,1,1705756752,109
66,58,7,1,1,1705756850,68
66,47,5,1,1,1705756920,59
66,18,2,1,1,1705757000,66
66,27,3,1,1,1705757087,62
66,47,5,1,1,1705843303,67
66,10,1,1,1,1705843400,79
66,41,5,1,1,1705843489,61
66,52,6,1,1,1705844116,74
66,68,8,1,1,1705869728,91
66,5,0,1,1,1705869817,64
66,33,4,1,1,1705869928,98
66,18,2,1,1,1705870233,78
66,42,5,0,1,1705870352,112
66,56,7,1,1,1705870441,73
66,21,2,1,1,1705870527,66
66,17,2,1,1,1705870629,79
66,30,3,0,1,1705871192,112
66,43,5,0,1,1705871307,108
66,13,1,1,1,1705871384,57
66,27,3,1,1,1705871467,55
66,44,5,1,1,1705871541,65
66,30,3,1,1,1705871626,78
66,31,3,1,1,1705871720,77
66,35,4,0,1,1705871845,108
66,16,2,1,1,1705885526,62
66,8,1,0,1,1705886124,96
66,16,2,1,1,1705886186,55
66,20,2,1,1,1705886279,68
66,33,4,1,1,1705923425,85
66,70,8,1,1,1705923517,75
66,34,4,1,1,1705923613,80
66,22,2,1,1,1705923707,73
66,20,2,1,1,1705924233,65
66,55,6,1,1,1705924332,79
66,63,7,0,1,1705924490,142
66,21,2,1,1,1705924822,66
66,10,1,1,1,1705924904,53
66,5,0,1,1,1705925069,64
66,39,4,1,1,1705925161,80
66,57,7,0,1,1705925316,150
66,57,7,1,1,1705925418,89
66,77,9,0,1,1705925672,139
66,12,1,1,1,1705925750,55
66,1,0,1,1,1705925816,57
66,19,2,1,1,1705926274,63
66,3,0,1,1,1705926344,45
66,41,5,1,1,1705926429,71
66,65,8,1,1,1705939677,95
66,32,4,1,1,1705939778,78
66,54,6,1,1,1705939893,91
66,30,3,1,1,1705940000,85
66,30,3,1,1,1705940091,83
66,26,3,1,1,1705940160,60
66,18,2,1,1,1705940246,67
66,54,6,1,1,1705940359,85
66,71,8,0,1,1705940533,154
66,29,3,1,1,1705940623,66
66,68,8,0,1,1705940787,139
66,36,4,1,1,1705940895,86
66,8,1,1,1,1705940955,35
66,15,1,1,1,1705941035,65
66,45,5,0,1,1705941170,122
66,65,8,0,1,1705941339,154
66,55,6,1,1,1705941670,94
66,58,7,1,1,1705941760,84
66,79,9,1,1,1705941845,75
66,32,4,1,1,1705941951,76
66,13,1,1,1,1705942026,58
66,56,7,1,1,1705942149,93
66,14,1,1,1,1705942314,78
66,10,1,1,1,1705942391,63
66,69,8,1,1,1705976817,66
66,17,2,1,1,1705976896,65
66,75,9,1,1,1705977420,83
66,43,5,1,1,1706058518,69
66,7,0,1,1,1706059163,50
66,29,3,1,1,1706059224,53
66,70,8,1,1,1706059306,77
66,67,8,1,1,1706059387,72
66,4,0,1,1,1706059474,75
66,9,1,1,1,1706059533,43
66,1,0,1,1,1706059593,41
66,7,0,1,1,1706059987,60
66,15,1,1,1,1706060087,76
66,60,7,1,1,1706060536,95
66,31,3,1,1,1706060638,82
66,67,8,1,1,1706060727,76
66,77,9,1,1,1706060851,101
66,61,7,1,1,1706146355,82
66,77,9,1,1,1706146457,96
66,38,4,1,1,1706146560,94
66,60,7,1,1,1706147172,94
66,12,1,1,1,1706147224,45
66,55,6,0,1,1706147387,135
66,34,4,1,1,1706147486,83
66,76,9,1,1,1706147607,108
66,29,3,1,1,1706147693,80
66,78,9,1,1,1706147788,83
66,79,9,1,1,1706147898,93
66,65,8,1,1,1706148048,120
66,63,7,1,1,1706148139,78
66,69,8,1,1,1706148603,95
66,49,6,1,1,1706148917,103
66,45,5,1,1,1706149011,75
66,6,0,1,1,1706167103,55
66,57,7,1,1,1706167204,86
66,2,0,1,1,1706219235,80
66,7,0,1,1,1706219295,44
66,73,9,1,1,1706219381,77
66,65,8,0,1,1706219529,138
66,37,4,1,1,1706219627,78
66,9,1,1,1,1706219700,56
66,64,8,1,1,1706219836,113
66,46,5,1,1,1706219916,62
66,74,9,1,1,1706220035,109
66,24,3,1,1,1706220157,96
66,77,9,1,1,1706220245,76
66,22,2,1,1,1706220594,95
66,17,2,1,1,1706220679,69
66,3,0,1,1,1706220740,40
66,22,2,1,1,1706220817,57
66,68,8,1,1,1706220901,68
66,46,5,1,1,1706221441,58
66,26,3,1,1,1706222032,60
66,71,8,1,1,1706222143,97
67,70,8,0,1,1705064340,112
67,31,3,1,1,1705064422,74
67,52,6,1,1,1705064992,56
67,15,1,1,1,1705087770,59
67,11,1,1,1,1705087871,79
67,40,5,1,1,1705129402,79
67,21,2,1,1,1705129478,49
67,32,4,0,1,1705129583,95
67,42,5,1,1,1705129650,62
67,59,7,1,1,1705129740,77
67,48,6,1,1,1705150060,87
67,58,7,1,1,1705150384,70
67,76,9,1,1,1705150490,84
67,76,9,1,1,1705180617,94
67,68,8,1,1,1705180814,68
67,47,5,0,1,1705180921,99
67,41,5,1,1,1705181015,72
67,74,9,1,1,1705181127,82
67,37,4,0,1,1705181774,111
67,64,8,0,1,1705181939,141
67,18,2,0,1,1705211084,104
67,45,5,0,1,1705261051,110
67,7,0,1,1,1705261113,34
67,39,4,1,1,1705261192,69
67,61,7,1,1,1705261482,72
67,71,8,1,1,1705261588,90
67,38,4,0,1,1705261830,116
67,43,5,1,1,1705261893,55
67,64,8,0,1,1705262295,138
67,5,0,1,1,1705287862,65
67,73,9,1,1,1705287980,91
67,40,5,1,1,1705288090,80
67,70,8,1,1,1705288201,88
67,56,7,1,1,1705288284,73
67,9,1,1,1,1705288357,53
67,36,4,1,1,1705288437,68
67,2,0,1,1,1705288517,53
67,53,6,1,1,1705288633,97
67,75,9,1,1,1705288851,86
67,57,7,1,1,1705288966,89
67,50,6,1,1,1705289065,87
67,72,9,1,1,1705289187,105
67,7,0,0,1,1705289609,82
67,17,2,1,1,1705289669,51
67,51,6,1,1,1705289767,92
67,59,7,1,1,1705290300,86
67,72,9,1,1,1705290426,103
67,34,4,0,1,1705290516,82
67,1,0,1,1,1705290581,42
67,27,3,0,1,1705290687,91
67,3,0,1,1,1705290738,45
67,38,4,0,1,1705290840,97
67,64,8,1,1,1705290959,94
67,25,3,0,1,1705291050,77
67,18,2,1,1,1705291323,66
67,74,9,1,1,1705291431,101
67,61,7,1,1,1705291519,71
67,9,1,1,1,1705291673,49
67,28,3,1,1,1705291885,51
67,19,2,1,1,1705291951,58
67,73,9,0,1,1705292076,108
67,0,0,1,1,1705292151,49
67,71,8,1,1,1705292232,73
67,40,5,1,1,1705292326,86
67,29,3,1,1,1705371630,70
67,21,2,0,1,1705371709,71
67,73,9,1,1,1705371922,62
67,9,1,1,1,1705371998,49
67,21,2,1,1,1705372501,59
67,34,4,1,1,1705373117,74
67,19,2,1,1,1705373203,58
67,32,4,1,1,1705373309,76
67,43,5,1,1,1705429934,73
67,29,3,1,1,1705430006,63
67,19,2,1,1,1705430072,53
67,19,2,1,1,1705430133,48
67,14,1,1,1,1705430460,51
67,0,0,1,1,1705430545,59
67,9,1,1,1,1705430616,52
67,56,7,1,1,1705430704,61
67,10,1,1,1,1705430777,43
67,26,3,1,1,1705430867,70
67,64,8,1,1,1705430969,73
67,48,6,1,1,1705431045,71
67,57,7,1,1,1705431212,74
67,6,0,1,1,1705431298,68
67,58,7,1,1,1705431466,74
67,45,5,1,1,1705431545,58
67,34,4,1,1,1705431615,61
67,53,6,1,1,1705431703,82
67,65,8,1,1,1705431809,76
67,25,3,1,1,1705431986,63
67,50,6,1,1,1705463460,87
67,21,2,1,1,1705464005,59
67,12,1,1,1,1705464067,50
67,68,8,1,1,1705464147,65
67,53,6,1,1,1705464255,80
67,27,3,0,1,1705464354,78
67,73,9,1,1,1705464446,73
67,16,2,1,1,1705464525,52
67,26,3,1,1,1705464605,51
67,5,0,1,1,1705464672,61
67,56,7,1,1,1705492591,65
67,50,6,1,1,1705492673,55
67,77,9,1,1,1705493189,81
67,13,1,1,1,1705493264,58
67,72,9,1,1,1705493379,86
67,24,3,1,1,1705493474,81
67,34,4,1,1,1705493680,67
67,20,2,1,1,1705493764,60
67,17,2,1,1,1705493845,59
67,41,5,1,1,1705493930,63
67,74,9,1,1,1705494598,105
67,8,1,1,1,1705555375,55
67,57,7,1,1,1705555473,89
67,9,1,1,1,1705555547,66
67,50,6,1,1,1705580192,69
67,25,3,1,1,1705580260,46
67,10,1,1,1,1705580320,54
67,11,1,1,1,1705580743,52
67,58,7,0,1,1705580845,90
67,7,0,1,1,1705580868,17
67,54,6,0,1,1705580995,99
67,58,7,1,1,1705581085,68
67,6,0,1,1,1705581145,43
67,31,3,1,1,1705581565,91
67,61,7,1,1,1705582190,84
67,32,4,1,1,1705582279,70
67,1,0,1,1,1705582566,55
